trainer_group,trainer_name,team_number,comment,trainer_type,pokemon_number,level,species,nickname,item,move1,move2,move3,move4,atk_def_dv,spd_spc_dv,hp_exp,atk_exp,def_exp,spd_exp,spc_exp,happiness
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,1,57,ELECTRODE,,FOCUS_BAND,THUNDER,RAIN_DANCE,THUNDER_WAVE,EXPLOSION,,,,,,,,
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,2,59,MAGNETON,,NO_ITEM,THUNDER,REFLECT,RAIN_DANCE,DOUBLE_EDGE,,,,,,,,
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,3,58,LANTURN,,LEFTOVERS,SURF,THUNDERBOLT,ICE_BEAM,CONFUSE_RAY,,,,,,,,
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,4,58,AMPHAROS,,NO_ITEM,RAIN_DANCE,THUNDER,THUNDER_WAVE,IRON_TAIL,,,,,,,,
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,5,59,ELECTABUZZ,,SCOPE_LENS,THUNDERBOLT,FIRE_PUNCH,ICE_PUNCH,SUBMISSION,,,,,,,,
LtSurgeGroup,LT.SURGE,1,LT_SURGE (1),TRAINERTYPE_ITEM_MOVES,6,60,RAICHU,,MAGNET,THUNDER,RAIN_DANCE,BODY_SLAM,SURF,,,,,,,,
ScientistGroup,ROSS,1,SCIENTIST (1),TRAINERTYPE_NORMAL,1,28,KOFFING,,,,,,,,,,,,,,
ScientistGroup,ROSS,1,SCIENTIST (1),TRAINERTYPE_NORMAL,2,28,RAICHU,,,,,,,,,,,,,,
ScientistGroup,MITCH,1,SCIENTIST (2),TRAINERTYPE_NORMAL,1,28,ELECTRODE,,,,,,,,,,,,,,
ScientistGroup,JED,1,SCIENTIST (3),TRAINERTYPE_NORMAL,1,28,MAGNEMITE,,,,,,,,,,,,,,
ScientistGroup,JED,1,SCIENTIST (3),TRAINERTYPE_NORMAL,2,28,PORYGON,,,,,,,,,,,,,,
ScientistGroup,MARC,1,SCIENTIST (4),TRAINERTYPE_NORMAL,1,37,OMASTAR,,,,,,,,,,,,,,
ScientistGroup,RICH,1,SCIENTIST (5),TRAINERTYPE_MOVES,1,40,PORYGON,,CONVERSION,CONVERSION2,RECOVER,TRI_ATTACK,,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,1,61,JUMPLUFF,,FOCUS_BAND,GIGA_DRAIN,SLEEP_POWDER,ENCORE,LEECH_SEED,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,2,60,SUDOWOODO,,NO_ITEM,ROCK_SLIDE,EARTHQUAKE,FAINT_ATTACK,THUNDERPUNCH,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,3,60,EXEGGUTOR,,NO_ITEM,GIGA_DRAIN,PSYCHIC_M,STUN_SPORE,ANCIENTPOWER,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,4,61,VENUSAUR,,LEFTOVERS,SUNNY_DAY,SOLARBEAM,SLUDGE_BOMB,SLEEP_POWDER,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,5,62,VICTREEBEL,,POISON_BARB,SLUDGE_BOMB,GIGA_DRAIN,SWORDS_DANCE,SLEEP_POWDER,,,,,,,,
ErikaGroup,ERIKA,1,ERIKA (1),TRAINERTYPE_ITEM_MOVES,6,62,BELLOSSOM,,MIRACLE_SEED,SUNNY_DAY,SYNTHESIS,SLEEP_POWDER,SOLARBEAM,,,,,,,,
YoungsterGroup,JOEY,1,YOUNGSTER (1),TRAINERTYPE_NORMAL,1,4,RATTATA,,,,,,,,,,,,,,
YoungsterGroup,MIKEY,1,YOUNGSTER (2),TRAINERTYPE_NORMAL,1,2,HOOTHOOT,,,,,,,,,,,,,,
YoungsterGroup,MIKEY,1,YOUNGSTER (2),TRAINERTYPE_NORMAL,2,4,SENTRET,,,,,,,,,,,,,,
YoungsterGroup,ALBERT,1,YOUNGSTER (3),TRAINERTYPE_NORMAL,1,7,SENTRET,,,,,,,,,,,,,,
YoungsterGroup,ALBERT,1,YOUNGSTER (3),TRAINERTYPE_NORMAL,2,7,ZUBAT,,,,,,,,,,,,,,
YoungsterGroup,GORDON,1,YOUNGSTER (4),TRAINERTYPE_NORMAL,1,10,WOOPER,,,,,,,,,,,,,,
YoungsterGroup,SAMUEL,1,YOUNGSTER (5),TRAINERTYPE_NORMAL,1,12,TEDDIURSA,,,,,,,,,,,,,,
YoungsterGroup,SAMUEL,1,YOUNGSTER (5),TRAINERTYPE_NORMAL,2,10,SANDSHREW,,,,,,,,,,,,,,
YoungsterGroup,SAMUEL,1,YOUNGSTER (5),TRAINERTYPE_NORMAL,3,12,SPEAROW,,,,,,,,,,,,,,
YoungsterGroup,IAN,1,YOUNGSTER (6),TRAINERTYPE_NORMAL,1,12,MANKEY,,,,,,,,,,,,,,
YoungsterGroup,IAN,1,YOUNGSTER (6),TRAINERTYPE_NORMAL,2,14,DIGLETT,,,,,,,,,,,,,,
YoungsterGroup,JOEY,2,YOUNGSTER (7),TRAINERTYPE_ITEM_MOVES,1,27,RATTATA,,PINK_BOW,QUICK_ATTACK,HYPER_FANG,PURSUIT,MUD_SLAP,,,,,,,,
YoungsterGroup,JOEY,3,YOUNGSTER (8),TRAINERTYPE_ITEM_MOVES,1,30,RATTATA,,PINK_BOW,SUPER_FANG,HYPER_FANG,PURSUIT,IRON_TAIL,,,,,,,,
YoungsterGroup,WARREN,1,YOUNGSTER (9),TRAINERTYPE_NORMAL,1,60,FEAROW,,,,,,,,,,,,,,
YoungsterGroup,JIMMY,1,YOUNGSTER (10),TRAINERTYPE_NORMAL,1,59,RATICATE,,,,,,,,,,,,,,
YoungsterGroup,JIMMY,1,YOUNGSTER (10),TRAINERTYPE_NORMAL,2,59,ARBOK,,,,,,,,,,,,,,
YoungsterGroup,OWEN,1,YOUNGSTER (11),TRAINERTYPE_NORMAL,1,55,ARCANINE,,,,,,,,,,,,,,
YoungsterGroup,JASON,1,YOUNGSTER (12),TRAINERTYPE_NORMAL,1,55,OCTILLERY,,,,,,,,,,,,,,
YoungsterGroup,JASON,1,YOUNGSTER (12),TRAINERTYPE_NORMAL,2,55,CROBAT,,,,,,,,,,,,,,
YoungsterGroup,JOEY,4,YOUNGSTER (13),TRAINERTYPE_ITEM_MOVES,1,40,RATTATA,,PINK_BOW,BODY_SLAM,THUNDERBOLT,PURSUIT,IRON_TAIL,,,,,,,,
YoungsterGroup,JOEY,5,YOUNGSTER (14),TRAINERTYPE_ITEM_MOVES,1,65,RATTATA,,PINK_BOW,BODY_SLAM,THUNDERBOLT,PURSUIT,IRON_TAIL,,,,,,,,
SchoolboyGroup,JACK,1,SCHOOLBOY (1),TRAINERTYPE_NORMAL,1,16,SUNFLORA,,,,,,,,,,,,,,
SchoolboyGroup,JACK,1,SCHOOLBOY (1),TRAINERTYPE_NORMAL,2,17,VOLTORB,,,,,,,,,,,,,,
SchoolboyGroup,KIPP,1,SCHOOLBOY (2),TRAINERTYPE_NORMAL,1,59,ELECTRODE,,,,,,,,,,,,,,
SchoolboyGroup,KIPP,1,SCHOOLBOY (2),TRAINERTYPE_NORMAL,2,59,MAGNEMITE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,1,SCHOOLBOY (3),TRAINERTYPE_NORMAL,1,20,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,1,SCHOOLBOY (3),TRAINERTYPE_NORMAL,2,20,GROWLITHE,,,,,,,,,,,,,,
SchoolboyGroup,JOHNNY,1,SCHOOLBOY (4),TRAINERTYPE_NORMAL,1,59,TAUROS,,,,,,,,,,,,,,
SchoolboyGroup,JOHNNY,1,SCHOOLBOY (4),TRAINERTYPE_NORMAL,2,59,VICTREEBEL,,,,,,,,,,,,,,
SchoolboyGroup,DANNY,1,SCHOOLBOY (5),TRAINERTYPE_NORMAL,1,55,JYNX,,,,,,,,,,,,,,
SchoolboyGroup,DANNY,1,SCHOOLBOY (5),TRAINERTYPE_NORMAL,2,55,ELECTABUZZ,,,,,,,,,,,,,,
SchoolboyGroup,DANNY,1,SCHOOLBOY (5),TRAINERTYPE_NORMAL,3,55,MAGMAR,,,,,,,,,,,,,,
SchoolboyGroup,TOMMY,1,SCHOOLBOY (6),TRAINERTYPE_NORMAL,1,60,XATU,,,,,,,,,,,,,,
SchoolboyGroup,TOMMY,1,SCHOOLBOY (6),TRAINERTYPE_NORMAL,2,58,ALAKAZAM,,,,,,,,,,,,,,
SchoolboyGroup,DUDLEY,1,SCHOOLBOY (7),TRAINERTYPE_NORMAL,1,56,VILEPLUME,,,,,,,,,,,,,,
SchoolboyGroup,JOE,1,SCHOOLBOY (8),TRAINERTYPE_NORMAL,1,56,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,JOE,1,SCHOOLBOY (8),TRAINERTYPE_NORMAL,2,56,VAPOREON,,,,,,,,,,,,,,
SchoolboyGroup,BILLY,1,SCHOOLBOY (9),TRAINERTYPE_NORMAL,1,57,PARASECT,,,,,,,,,,,,,,
SchoolboyGroup,BILLY,1,SCHOOLBOY (9),TRAINERTYPE_NORMAL,2,57,POLIWRATH,,,,,,,,,,,,,,
SchoolboyGroup,BILLY,1,SCHOOLBOY (9),TRAINERTYPE_NORMAL,3,60,DITTO,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,1,SCHOOLBOY (10),TRAINERTYPE_NORMAL,1,22,MR__MIME,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,1,SCHOOLBOY (10),TRAINERTYPE_NORMAL,2,22,MAGNEMITE,,,,,,,,,,,,,,
SchoolboyGroup,NATE,1,SCHOOLBOY (11),TRAINERTYPE_NORMAL,1,62,LEDIAN,,,,,,,,,,,,,,
SchoolboyGroup,NATE,1,SCHOOLBOY (11),TRAINERTYPE_NORMAL,2,62,EXEGGUTOR,,,,,,,,,,,,,,
SchoolboyGroup,RICKY,1,SCHOOLBOY (12),TRAINERTYPE_NORMAL,1,62,AIPOM,,,,,,,,,,,,,,
SchoolboyGroup,RICKY,1,SCHOOLBOY (12),TRAINERTYPE_NORMAL,2,62,DITTO,,,,,,,,,,,,,,
SchoolboyGroup,JACK,2,SCHOOLBOY (13),TRAINERTYPE_NORMAL,1,24,SUNFLORA,,,,,,,,,,,,,,
SchoolboyGroup,JACK,2,SCHOOLBOY (13),TRAINERTYPE_NORMAL,2,23,VOLTORB,,,,,,,,,,,,,,
SchoolboyGroup,JACK,3,SCHOOLBOY (14),TRAINERTYPE_NORMAL,1,28,GLOOM,,,,,,,,,,,,,,
SchoolboyGroup,JACK,3,SCHOOLBOY (14),TRAINERTYPE_NORMAL,2,31,ELECTRODE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,2,SCHOOLBOY (15),TRAINERTYPE_NORMAL,1,24,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,2,SCHOOLBOY (15),TRAINERTYPE_NORMAL,2,25,GROWLITHE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,3,SCHOOLBOY (16),TRAINERTYPE_NORMAL,1,30,NATU,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,3,SCHOOLBOY (16),TRAINERTYPE_NORMAL,2,35,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,3,SCHOOLBOY (16),TRAINERTYPE_NORMAL,3,33,QUAGSIRE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,3,SCHOOLBOY (16),TRAINERTYPE_NORMAL,4,32,ARCANINE,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,2,SCHOOLBOY (17),TRAINERTYPE_NORMAL,1,28,MR__MIME,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,2,SCHOOLBOY (17),TRAINERTYPE_NORMAL,2,26,MAGNEMITE,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,3,SCHOOLBOY (18),TRAINERTYPE_NORMAL,1,37,MR__MIME,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,3,SCHOOLBOY (18),TRAINERTYPE_NORMAL,2,35,MAGNETON,,,,,,,,,,,,,,
SchoolboyGroup,JACK,4,SCHOOLBOY (19),TRAINERTYPE_NORMAL,1,40,SUNFLORA,,,,,,,,,,,,,,
SchoolboyGroup,JACK,4,SCHOOLBOY (19),TRAINERTYPE_NORMAL,2,43,ARCANINE,,,,,,,,,,,,,,
SchoolboyGroup,JACK,4,SCHOOLBOY (19),TRAINERTYPE_NORMAL,3,43,ELECTRODE,,,,,,,,,,,,,,
SchoolboyGroup,JACK,5,SCHOOLBOY (20),TRAINERTYPE_MOVES,1,35,ELECTRODE,,SCREECH,SONICBOOM,ROLLOUT,LIGHT_SCREEN,,,,,,,,,
SchoolboyGroup,JACK,5,SCHOOLBOY (20),TRAINERTYPE_MOVES,2,35,GROWLITHE,,SUNNY_DAY,LEER,TAKE_DOWN,FLAME_WHEEL,,,,,,,,,
SchoolboyGroup,JACK,5,SCHOOLBOY (20),TRAINERTYPE_MOVES,3,37,VILEPLUME,,SOLARBEAM,SLEEP_POWDER,ACID,MOONLIGHT,,,,,,,,,
SchoolboyGroup,ALAN,4,SCHOOLBOY (21),TRAINERTYPE_NORMAL,1,27,NATU,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,4,SCHOOLBOY (21),TRAINERTYPE_NORMAL,2,27,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,4,SCHOOLBOY (21),TRAINERTYPE_NORMAL,3,30,QUAGSIRE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,4,SCHOOLBOY (21),TRAINERTYPE_NORMAL,4,30,YANMA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,5,SCHOOLBOY (22),TRAINERTYPE_NORMAL,1,45,XATU,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,5,SCHOOLBOY (22),TRAINERTYPE_NORMAL,2,45,TANGELA,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,5,SCHOOLBOY (22),TRAINERTYPE_NORMAL,3,43,QUAGSIRE,,,,,,,,,,,,,,
SchoolboyGroup,ALAN,5,SCHOOLBOY (22),TRAINERTYPE_NORMAL,4,44,ARCANINE,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,4,SCHOOLBOY (23),TRAINERTYPE_NORMAL,1,46,MR__MIME,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,4,SCHOOLBOY (23),TRAINERTYPE_NORMAL,2,44,MAGNETON,,,,,,,,,,,,,,
SchoolboyGroup,CHAD,5,SCHOOLBOY (24),TRAINERTYPE_MOVES,1,54,MR__MIME,,PSYCHIC_M,LIGHT_SCREEN,REFLECT,ENCORE,,,,,,,,,
SchoolboyGroup,CHAD,5,SCHOOLBOY (24),TRAINERTYPE_MOVES,2,58,MAGNETON,,THUNDER,THUNDER_WAVE,LOCK_ON,TRI_ATTACK,,,,,,,,,
BirdKeeperGroup,ROD,1,BIRD_KEEPER (1),TRAINERTYPE_NORMAL,1,7,PIDGEY,,,,,,,,,,,,,,
BirdKeeperGroup,ROD,1,BIRD_KEEPER (1),TRAINERTYPE_NORMAL,2,7,NATU,,,,,,,,,,,,,,
BirdKeeperGroup,ABE,1,BIRD_KEEPER (2),TRAINERTYPE_NORMAL,1,9,SPEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,BRYAN,1,BIRD_KEEPER (3),TRAINERTYPE_NORMAL,1,16,PIDGEY,,,,,,,,,,,,,,
BirdKeeperGroup,BRYAN,1,BIRD_KEEPER (3),TRAINERTYPE_NORMAL,2,18,PIDGEOTTO,,,,,,,,,,,,,,
BirdKeeperGroup,BRYAN,1,BIRD_KEEPER (3),TRAINERTYPE_NORMAL,3,18,SPEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,THEO,1,BIRD_KEEPER (4),TRAINERTYPE_NORMAL,1,23,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,TOBY,1,BIRD_KEEPER (5),TRAINERTYPE_NORMAL,1,22,DODUO,,,,,,,,,,,,,,
BirdKeeperGroup,TOBY,1,BIRD_KEEPER (5),TRAINERTYPE_NORMAL,2,22,DODUO,,,,,,,,,,,,,,
BirdKeeperGroup,DENIS,1,BIRD_KEEPER (6),TRAINERTYPE_NORMAL,1,24,PIDGEOTTO,,,,,,,,,,,,,,
BirdKeeperGroup,DENIS,1,BIRD_KEEPER (6),TRAINERTYPE_NORMAL,2,24,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,1,BIRD_KEEPER (7),TRAINERTYPE_NORMAL,1,36,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,1,BIRD_KEEPER (7),TRAINERTYPE_NORMAL,2,36,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,1,BIRD_KEEPER (7),TRAINERTYPE_NORMAL,3,36,XATU,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,1,BIRD_KEEPER (7),TRAINERTYPE_NORMAL,4,37,SKARMORY,,,,,,,,,,,,,,
BirdKeeperGroup,HANK,1,BIRD_KEEPER (8),TRAINERTYPE_NORMAL,1,59,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,HANK,1,BIRD_KEEPER (8),TRAINERTYPE_NORMAL,2,59,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,ROY,1,BIRD_KEEPER (9),TRAINERTYPE_NORMAL,1,59,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,ROY,1,BIRD_KEEPER (9),TRAINERTYPE_NORMAL,2,59,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,BORIS,1,BIRD_KEEPER (10),TRAINERTYPE_NORMAL,1,60,YANMA,,,,,,,,,,,,,,
BirdKeeperGroup,BORIS,1,BIRD_KEEPER (10),TRAINERTYPE_NORMAL,2,58,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,BORIS,1,BIRD_KEEPER (10),TRAINERTYPE_NORMAL,3,60,DODRIO,,,,,,,,,,,,,,
BirdKeeperGroup,BOB,1,BIRD_KEEPER (11),TRAINERTYPE_NORMAL,1,61,NOCTOWL,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,1,BIRD_KEEPER (12),TRAINERTYPE_NORMAL,1,45,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,1,BIRD_KEEPER (12),TRAINERTYPE_NORMAL,2,45,FARFETCH_D,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,1,BIRD_KEEPER (12),TRAINERTYPE_NORMAL,3,45,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,1,BIRD_KEEPER (12),TRAINERTYPE_NORMAL,4,45,DODRIO,,,,,,,,,,,,,,
BirdKeeperGroup,PETER,1,BIRD_KEEPER (13),TRAINERTYPE_NORMAL,1,8,SPEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,PETER,1,BIRD_KEEPER (13),TRAINERTYPE_NORMAL,2,8,NATU,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,2,BIRD_KEEPER (14),TRAINERTYPE_NORMAL,1,44,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,2,BIRD_KEEPER (14),TRAINERTYPE_NORMAL,2,44,FARFETCH_D,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,2,BIRD_KEEPER (14),TRAINERTYPE_NORMAL,3,43,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,2,BIRD_KEEPER (14),TRAINERTYPE_NORMAL,4,44,SKARMORY,,,,,,,,,,,,,,
BirdKeeperGroup,PERRY,1,BIRD_KEEPER (15),TRAINERTYPE_NORMAL,1,61,FARFETCH_D,,,,,,,,,,,,,,
BirdKeeperGroup,BRET,1,BIRD_KEEPER (16),TRAINERTYPE_NORMAL,1,58,SKARMORY,,,,,,,,,,,,,,
BirdKeeperGroup,BRET,1,BIRD_KEEPER (16),TRAINERTYPE_NORMAL,2,58,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,3,BIRD_KEEPER (17),TRAINERTYPE_NORMAL,1,48,FEAROW,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,3,BIRD_KEEPER (17),TRAINERTYPE_NORMAL,2,48,FARFETCH_D,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,3,BIRD_KEEPER (17),TRAINERTYPE_NORMAL,3,48,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,3,BIRD_KEEPER (17),TRAINERTYPE_NORMAL,4,48,DODRIO,,,,,,,,,,,,,,
BirdKeeperGroup,JOSE,3,BIRD_KEEPER (17),TRAINERTYPE_NORMAL,5,48,SKARMORY,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,2,BIRD_KEEPER (18),TRAINERTYPE_NORMAL,1,46,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,2,BIRD_KEEPER (18),TRAINERTYPE_NORMAL,2,48,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,2,BIRD_KEEPER (18),TRAINERTYPE_NORMAL,3,47,XATU,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,2,BIRD_KEEPER (18),TRAINERTYPE_NORMAL,4,49,SKARMORY,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,3,BIRD_KEEPER (19),TRAINERTYPE_NORMAL,1,55,PIDGEOT,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,3,BIRD_KEEPER (19),TRAINERTYPE_NORMAL,2,56,MURKROW,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,3,BIRD_KEEPER (19),TRAINERTYPE_NORMAL,3,54,XATU,,,,,,,,,,,,,,
BirdKeeperGroup,VANCE,3,BIRD_KEEPER (19),TRAINERTYPE_NORMAL,4,55,SKARMORY,,,,,,,,,,,,,,
LassGroup,CARRIE,1,LASS (1),TRAINERTYPE_MOVES,1,18,SNUBBULL,,SCARY_FACE,CHARM,BITE,LICK,,,,,,,,,
LassGroup,BRIDGET,1,LASS (2),TRAINERTYPE_NORMAL,1,16,AIPOM,,,,,,,,,,,,,,
LassGroup,BRIDGET,1,LASS (2),TRAINERTYPE_NORMAL,2,16,TOGEPI,,,,,,,,,,,,,,
LassGroup,ALICE,1,LASS (3),TRAINERTYPE_NORMAL,1,58,VILEPLUME,,,,,,,,,,,,,,
LassGroup,ALICE,1,LASS (3),TRAINERTYPE_NORMAL,2,59,ARBOK,,,,,,,,,,,,,,
LassGroup,ALICE,1,LASS (3),TRAINERTYPE_NORMAL,3,58,VILEPLUME,,,,,,,,,,,,,,
LassGroup,KRISE,1,LASS (4),TRAINERTYPE_NORMAL,1,17,SKIPLOOM,,,,,,,,,,,,,,
LassGroup,KRISE,1,LASS (4),TRAINERTYPE_NORMAL,2,16,CUBONE,,,,,,,,,,,,,,
LassGroup,CONNIE,1,LASS (5),TRAINERTYPE_NORMAL,1,21,PONYTA,,,,,,,,,,,,,,
LassGroup,CONNIE,1,LASS (5),TRAINERTYPE_NORMAL,2,22,WEEPINBELL,,,,,,,,,,,,,,
LassGroup,LINDA,1,LASS (6),TRAINERTYPE_NORMAL,1,58,VENUSAUR,,,,,,,,,,,,,,
LassGroup,LINDA,1,LASS (6),TRAINERTYPE_NORMAL,2,58,QWILFISH,,,,,,,,,,,,,,
LassGroup,LINDA,1,LASS (6),TRAINERTYPE_NORMAL,3,58,MUK,,,,,,,,,,,,,,
LassGroup,LAURA,1,LASS (7),TRAINERTYPE_NORMAL,1,55,BELLOSSOM,,,,,,,,,,,,,,
LassGroup,LAURA,1,LASS (7),TRAINERTYPE_NORMAL,2,55,PIDGEOT,,,,,,,,,,,,,,
LassGroup,LAURA,1,LASS (7),TRAINERTYPE_NORMAL,3,55,POLITOED,,,,,,,,,,,,,,
LassGroup,SHANNON,1,LASS (8),TRAINERTYPE_NORMAL,1,56,PARASECT,,,,,,,,,,,,,,
LassGroup,SHANNON,1,LASS (8),TRAINERTYPE_NORMAL,2,55,TANGELA,,,,,,,,,,,,,,
LassGroup,SHANNON,1,LASS (8),TRAINERTYPE_NORMAL,3,56,PARASECT,,,,,,,,,,,,,,
LassGroup,MICHELLE,1,LASS (9),TRAINERTYPE_NORMAL,1,57,JUMPLUFF,,,,,,,,,,,,,,
LassGroup,MICHELLE,1,LASS (9),TRAINERTYPE_NORMAL,2,58,JUMPLUFF,,,,,,,,,,,,,,
LassGroup,MICHELLE,1,LASS (9),TRAINERTYPE_NORMAL,3,57,JUMPLUFF,,,,,,,,,,,,,,
LassGroup,DANA,1,LASS (10),TRAINERTYPE_MOVES,1,19,FLAAFFY,,TACKLE,GROWL,THUNDERSHOCK,THUNDER_WAVE,,,,,,,,,
LassGroup,DANA,1,LASS (10),TRAINERTYPE_MOVES,2,20,PSYDUCK,,SCRATCH,TAIL_WHIP,DISABLE,CONFUSION,,,,,,,,,
LassGroup,ELLEN,1,LASS (11),TRAINERTYPE_NORMAL,1,55,WIGGLYTUFF,,,,,,,,,,,,,,
LassGroup,ELLEN,1,LASS (11),TRAINERTYPE_NORMAL,2,55,GRANBULL,,,,,,,,,,,,,,
LassGroup,CONNIE,2,LASS (12),TRAINERTYPE_NORMAL,1,21,MARILL,,,,,,,,,,,,,,
LassGroup,CONNIE,3,LASS (13),TRAINERTYPE_NORMAL,1,21,MARILL,,,,,,,,,,,,,,
LassGroup,CONNIE,3,LASS (13),TRAINERTYPE_NORMAL,2,22,NIDORINA,,,,,,,,,,,,,,
LassGroup,DANA,2,LASS (14),TRAINERTYPE_MOVES,1,25,FLAAFFY,,TACKLE,GROWL,THUNDERSHOCK,THUNDER_WAVE,,,,,,,,,
LassGroup,DANA,2,LASS (14),TRAINERTYPE_MOVES,2,25,PSYDUCK,,SCRATCH,TAIL_WHIP,DISABLE,CONFUSION,,,,,,,,,
LassGroup,DANA,3,LASS (15),TRAINERTYPE_MOVES,1,37,GOLDUCK,,SURF,DISABLE,CONFUSION,SCREECH,,,,,,,,,
LassGroup,DANA,3,LASS (15),TRAINERTYPE_MOVES,2,37,AMPHAROS,,HEADBUTT,THUNDERPUNCH,THUNDER_WAVE,COTTON_SPORE,,,,,,,,,
LassGroup,DANA,4,LASS (16),TRAINERTYPE_MOVES,1,44,GOLDUCK,,SURF,DISABLE,PSYCHIC_M,SCREECH,,,,,,,,,
LassGroup,DANA,4,LASS (16),TRAINERTYPE_MOVES,2,45,AMPHAROS,,HEADBUTT,THUNDERPUNCH,THUNDER_WAVE,COTTON_SPORE,,,,,,,,,
LassGroup,DANA,5,LASS (17),TRAINERTYPE_MOVES,1,54,GOLDUCK,,SURF,DISABLE,PSYCHIC_M,SCREECH,,,,,,,,,
LassGroup,DANA,5,LASS (17),TRAINERTYPE_MOVES,2,55,AMPHAROS,,HEADBUTT,THUNDERPUNCH,THUNDER_WAVE,COTTON_SPORE,,,,,,,,,
JanineGroup,JANINE,1,JANINE (1),TRAINERTYPE_ITEM_MOVES,1,63,WEEZING,,LEFTOVERS,SLUDGE_BOMB,FIRE_BLAST,DESTINY_BOND,AMNESIA,,,,,,,,
JanineGroup,JANINE,1,JANINE (1),TRAINERTYPE_ITEM_MOVES,2,62,MUK,,NO_ITEM,MINIMIZE,SLUDGE_BOMB,TOXIC,ACID_ARMOR,,,,,,,,
